Vulnerability_ID        Package                                     Severity          Fix                            CVE_Refs        Vulnerability_URL                                                     
CVE-2012-0039           libglib2.0-0-2.54.1-1ubuntu1                Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-0039           
CVE-2012-1093           x11-common-1:7.7+19ubuntu3                  Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-1093           
CVE-2013-4235           login-1:4.2-3.2ubuntu4                      Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2013-4235           passwd-1:4.2-3.2ubuntu4                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2015-5180           libc-bin-2.26-0ubuntu2.1                    Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           libc6-2.26-0ubuntu2.1                       Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           locales-2.26-0ubuntu2.1                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           multiarch-support-2.26-0ubuntu2.1           Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-8985           libc-bin-2.26-0ubuntu2.1                    Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           libc6-2.26-0ubuntu2.1                       Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           locales-2.26-0ubuntu2.1                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           multiarch-support-2.26-0ubuntu2.1           Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2016-2779           fdisk-2.30.1-0ubuntu4.1                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           libblkid1-2.30.1-0ubuntu4.1                 Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           libfdisk1-2.30.1-0ubuntu4.1                 Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           libmount1-2.30.1-0ubuntu4.1                 Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           libsmartcols1-2.30.1-0ubuntu4.1             Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           libuuid1-2.30.1-0ubuntu4.1                  Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           mount-2.30.1-0ubuntu4.1                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           util-linux-2.30.1-0ubuntu4.1                Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2781           coreutils-8.26-3ubuntu4                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2781           
CVE-2016-3189           bzip2-1.0.6-8.1                             Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3189           
CVE-2016-3189           libbz2-1.0-1.0.6-8.1                        Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-3189           
CVE-2016-5011           fdisk-2.30.1-0ubuntu4.1                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-5011           
CVE-2016-5011           libblkid1-2.30.1-0ubuntu4.1                 Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-5011           
CVE-2016-5011           libfdisk1-2.30.1-0ubuntu4.1                 Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-5011           
CVE-2016-5011           libmount1-2.30.1-0ubuntu4.1                 Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-5011           
CVE-2016-5011           libsmartcols1-2.30.1-0ubuntu4.1             Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-5011           
CVE-2016-5011           libuuid1-2.30.1-0ubuntu4.1                  Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-5011           
CVE-2016-5011           mount-2.30.1-0ubuntu4.1                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-5011           
CVE-2016-5011           util-linux-2.30.1-0ubuntu4.1                Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-5011           
CVE-2016-7942           libx11-6-2:1.6.4-3                          Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-7942           
CVE-2016-7942           libx11-data-2:1.6.4-3                       Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-7942           
CVE-2016-7942           libx11-dev-2:1.6.4-3                        Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-7942           
CVE-2016-7942           libx11-xcb-dev-2:1.6.4-3                    Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-7942           
