Vulnerability ID        Package                                                           Severity          Fix         CVE Refs        Vulnerability URL                                                     
CVE-2009-5155           libc-bin-2.23-0ubuntu11                                           Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2009-5155           
CVE-2009-5155           libc-dev-bin-2.23-0ubuntu11                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2009-5155           
CVE-2009-5155           libc6-2.23-0ubuntu11                                              Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2009-5155           
CVE-2009-5155           libc6-dev-2.23-0ubuntu11                                          Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2009-5155           
CVE-2009-5155           locales-2.23-0ubuntu11                                            Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2009-5155           
CVE-2009-5155           multiarch-support-2.23-0ubuntu11                                  Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2009-5155           
CVE-2012-1093           x11-common-1:7.7+13ubuntu3.1                                      Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-1093           
CVE-2013-4235           login-1:4.2-3.1ubuntu5.4                                          Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2013-4235           passwd-1:4.2-3.1ubuntu5.4                                         Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2015-1350           linux-libc-dev-4.4.0-166.195                                      Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-1350           
CVE-2015-5180           libc-bin-2.23-0ubuntu11                                           Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           libc-dev-bin-2.23-0ubuntu11                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           libc6-2.23-0ubuntu11                                              Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           libc6-dev-2.23-0ubuntu11                                          Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           locales-2.23-0ubuntu11                                            Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           multiarch-support-2.23-0ubuntu11                                  Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-8985           libc-bin-2.23-0ubuntu11                                           Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           libc-dev-bin-2.23-0ubuntu11                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           libc6-2.23-0ubuntu11                                              Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           libc6-dev-2.23-0ubuntu11                                          Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           locales-2.23-0ubuntu11                                            Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           multiarch-support-2.23-0ubuntu11                                  Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-9274           libharfbuzz0b-1.0.1-1ubuntu0.1                                    Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-9274           
CVE-2016-10739          libc-bin-2.23-0ubuntu11                                           Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10739          
CVE-2016-10739          libc-dev-bin-2.23-0ubuntu11                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10739          
CVE-2016-10739          libc6-2.23-0ubuntu11                                              Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10739          
CVE-2016-10739          libc6-dev-2.23-0ubuntu11                                          Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10739          
CVE-2016-10739          locales-2.23-0ubuntu11                                            Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10739          
CVE-2016-10739          multiarch-support-2.23-0ubuntu11                                  Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10739          
CVE-2016-10906          linux-libc-dev-4.4.0-166.195                                      Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-10906          
CVE-2016-2086           nodejs-10.17.0-1nodesource1                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2086           
CVE-2016-2216           nodejs-10.17.0-1nodesource1                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2216           
CVE-2016-2226           binutils-2.26.1-1ubuntu1~16.04.8                                  Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2226           
CVE-2016-2779           libblkid1-2.27.1-6ubuntu3.9                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           libfdisk1-2.27.1-6ubuntu3.9                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           libmount1-2.27.1-6ubuntu3.9                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           libsmartcols1-2.27.1-6ubuntu3.9                                   Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           libuuid1-2.27.1-6ubuntu3.9                                        Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           mount-2.27.1-6ubuntu3.9                                           Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2779           util-linux-2.27.1-6ubuntu3.9                                      Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2779           
CVE-2016-2781           coreutils-8.25-2ubuntu3~16.04                                     Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2781           
CVE-2016-2853           linux-libc-dev-4.4.0-166.195                                      Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-2853           
