Vulnerability ID        Package                                                     Severity          Fix         CVE Refs        Vulnerability URL                                                     
CVE-2012-0039           libglib2.0-0-2.40.2-0ubuntu1.1                              Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-0039           
CVE-2012-0039           libglib2.0-data-2.40.2-0ubuntu1.1                           Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-0039           
CVE-2012-1093           x11-common-1:7.7+1ubuntu8.1                                 Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-1093           
CVE-2012-1093           xorg-1:7.7+1ubuntu8.1                                       Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-1093           
CVE-2012-1093           xserver-xorg-1:7.7+1ubuntu8.1                               Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-1093           
CVE-2012-1093           xserver-xorg-input-all-1:7.7+1ubuntu8.1                     Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-1093           
CVE-2012-1093           xserver-xorg-video-all-1:7.7+1ubuntu8.1                     Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-1093           
CVE-2013-0157           libblkid1-2.20.1-5.1ubuntu20.9                              Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-0157           
CVE-2013-0157           libmount1-2.20.1-5.1ubuntu20.9                              Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-0157           
CVE-2013-0157           libuuid1-2.20.1-5.1ubuntu20.9                               Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-0157           
CVE-2013-0157           mount-2.20.1-5.1ubuntu20.9                                  Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-0157           
CVE-2013-0157           util-linux-2.20.1-5.1ubuntu20.9                             Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-0157           
CVE-2013-4235           login-1:4.1.5.1-1ubuntu9.5                                  Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2013-4235           passwd-1:4.1.5.1-1ubuntu9.5                                 Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2014-2893           libllvm3.4-1:3.4-1ubuntu3                                   Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2014-2893           
CVE-2014-8625           dpkg-1.17.5ubuntu5.8                                        Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2014-8625           
CVE-2014-9114           libblkid1-2.20.1-5.1ubuntu20.9                              Low               None                        http://people.ubuntu.com/~ubuntu-security/cve/CVE-2014-9114           
