Vulnerability ID        Package                                       Severity          Fix         CVE Refs        Vulnerability URL                                                   
CVE-2015-1258           libvpx1-1.3.0-3+deb8u1                        High              None                        https://security-tracker.debian.org/tracker/CVE-2015-1258           
CVE-2015-9289           linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2015-9289           
CVE-2016-10764          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2016-10764          
CVE-2017-9725           linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2017-9725           
CVE-2018-12930          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2018-12930          
CVE-2018-12931          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2018-12931          
CVE-2018-14610          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2018-14610          
CVE-2018-14611          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2018-14611          
CVE-2018-14612          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2018-14612          
CVE-2018-14613          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2018-14613          
CVE-2019-15098          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2019-15098          
CVE-2019-15505          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2019-15505          
CVE-2019-16746          linux-libc-dev-3.16.74-1                      High              None                        https://security-tracker.debian.org/tracker/CVE-2019-16746          
CVE-2015-8839           linux-libc-dev-3.16.74-1                      Low               None                        https://security-tracker.debian.org/tracker/CVE-2015-8839           
CVE-2017-0630           linux-libc-dev-3.16.74-1                      Low               None                        https://security-tracker.debian.org/tracker/CVE-2017-0630           
CVE-2017-5967           linux-libc-dev-3.16.74-1                      Low               None                        https://security-tracker.debian.org/tracker/CVE-2017-5967           
CVE-2019-9245           linux-libc-dev-3.16.74-1                      Low               None                        https://security-tracker.debian.org/tracker/CVE-2019-9245           
CVE-2019-9445           linux-libc-dev-3.16.74-1                      Low               None                        https://security-tracker.debian.org/tracker/CVE-2019-9445           
CVE-2019-9453           linux-libc-dev-3.16.74-1                      Low               None                        https://security-tracker.debian.org/tracker/CVE-2019-9453           
CVE-2011-3389           libgnutls-deb0-28-3.3.30-0+deb8u1             Medium            None                        https://security-tracker.debian.org/tracker/CVE-2011-3389           
CVE-2016-10723          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2016-10723          
CVE-2016-10906          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2016-10906          
CVE-2017-13168          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-13168          
CVE-2017-18255          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-18255          
CVE-2017-2616           libblkid1-2.25.2-6                            Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           libmount1-2.25.2-6                            Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           libsmartcols1-2.25.2-6                        Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           libuuid1-2.25.2-6                             Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           mount-2.25.2-6                                Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           util-linux-2.25.2-6                           Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2018-12928          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2018-12928          
CVE-2018-12929          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2018-12929          
CVE-2018-17977          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2018-17977          
CVE-2018-3693           linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2018-3693           
CVE-2019-12984          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2019-12984          
CVE-2019-13648          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2019-13648          
CVE-2019-15217          linux-libc-dev-3.16.74-1                      Medium            None                        https://security-tracker.debian.org/tracker/CVE-2019-15217          
