Vulnerability ID        Package                                                  Severity        Fix                            CVE Refs        Vulnerability URL                                      
RHSA-2018:0102          bind-license-9.9.4-51.el7_4.1                            High            32:9.9.4-51.el7_4.2                            https://access.redhat.com/errata/RHSA-2018:0102        
RHSA-2018:1700          procps-ng-3.3.10-16.el7                                  High            0:3.3.10-17.el7_5.2                            https://access.redhat.com/errata/RHSA-2018:1700        
RHSA-2018:1957          git-1.8.3.1-12.el7_4                                     High            0:1.8.3.1-14.el7_5                             https://access.redhat.com/errata/RHSA-2018:1957        
RHSA-2018:1957          perl-Git-1.8.3.1-12.el7_4                                High            0:1.8.3.1-14.el7_5                             https://access.redhat.com/errata/RHSA-2018:1957        
RHSA-2018:2181          gnupg2-2.0.22-4.el7                                      High            0:2.0.22-5.el7_5                               https://access.redhat.com/errata/RHSA-2018:2181        
RHSA-2018:2285          yum-plugin-fastestmirror-1.1.31-42.el7                   High            0:1.1.31-46.el7_5                              https://access.redhat.com/errata/RHSA-2018:2285        
RHSA-2018:2285          yum-plugin-ovl-1.1.31-42.el7                             High            0:1.1.31-46.el7_5                              https://access.redhat.com/errata/RHSA-2018:2285        
RHSA-2018:2285          yum-utils-1.1.31-42.el7                                  High            0:1.1.31-46.el7_5                              https://access.redhat.com/errata/RHSA-2018:2285        
RHSA-2018:2570          bind-license-9.9.4-51.el7_4.1                            High            32:9.9.4-61.el7_5.1                            https://access.redhat.com/errata/RHSA-2018:2570        
RHSA-2018:3408          git-1.8.3.1-12.el7_4                                     High            0:1.8.3.1-20.el7                               https://access.redhat.com/errata/RHSA-2018:3408        
RHSA-2018:3408          perl-Git-1.8.3.1-12.el7_4                                High            0:1.8.3.1-20.el7                               https://access.redhat.com/errata/RHSA-2018:3408        
RHSA-2019:0049          systemd-219-42.el7_4.4                                   High            0:219-62.el7_6.2                               https://access.redhat.com/errata/RHSA-2019:0049        
RHSA-2019:0049          systemd-libs-219-42.el7_4.4                              High            0:219-62.el7_6.2                               https://access.redhat.com/errata/RHSA-2019:0049        
RHSA-2019:0109          perl-5.16.3-292.el7                                      High            4:5.16.3-294.el7_6                             https://access.redhat.com/errata/RHSA-2019:0109        
RHSA-2019:0109          perl-Pod-Escapes-1.04-292.el7                            High            1:1.04-294.el7_6                               https://access.redhat.com/errata/RHSA-2019:0109        
RHSA-2019:0109          perl-libs-5.16.3-292.el7                                 High            4:5.16.3-294.el7_6                             https://access.redhat.com/errata/RHSA-2019:0109        
RHSA-2019:0109          perl-macros-5.16.3-292.el7                               High            4:5.16.3-294.el7_6                             https://access.redhat.com/errata/RHSA-2019:0109        
RHSA-2019:0368          systemd-219-42.el7_4.4                                   High            0:219-62.el7_6.5                               https://access.redhat.com/errata/RHSA-2019:0368        
RHSA-2019:0368          systemd-libs-219-42.el7_4.4                              High            0:219-62.el7_6.5                               https://access.redhat.com/errata/RHSA-2019:0368        
RHSA-2019:0679          libssh2-1.4.3-10.el7_2.1                                 High            0:1.4.3-12.el7_6.2                             https://access.redhat.com/errata/RHSA-2019:0679        
RHSA-2019:0710          python-2.7.5-58.el7                                      High            0:2.7.5-77.el7_6                               https://access.redhat.com/errata/RHSA-2019:0710        
RHSA-2019:0710          python-libs-2.7.5-58.el7                                 High            0:2.7.5-77.el7_6                               https://access.redhat.com/errata/RHSA-2019:0710        
RHSA-2019:1294          bind-license-9.9.4-51.el7_4.1                            High            32:9.9.4-74.el7_6.1                            https://access.redhat.com/errata/RHSA-2019:1294        
RHSA-2019:1587          python-2.7.5-58.el7                                      High            0:2.7.5-80.el7_6                               https://access.redhat.com/errata/RHSA-2019:1587        
RHSA-2019:1587          python-libs-2.7.5-58.el7                                 High            0:2.7.5-80.el7_6                               https://access.redhat.com/errata/RHSA-2019:1587        
RHSA-2019:1619          vim-minimal-7.4.160-2.el7                                High            2:7.4.160-6.el7_6                              https://access.redhat.com/errata/RHSA-2019:1619        
RHSA-2019:2571          pango-1.42.4-2.el7_6                                     High            0:1.42.4-4.el7_7                               https://access.redhat.com/errata/RHSA-2019:2571        
