Vulnerability ID        Package                                       Severity          Fix         CVE Refs        Vulnerability URL                                                   
CVE-2011-3389           libgnutls-deb0-28-3.3.30-0+deb8u1             Medium            None                        https://security-tracker.debian.org/tracker/CVE-2011-3389           
CVE-2017-2616           libblkid1-2.25.2-6                            Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           libmount1-2.25.2-6                            Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           libsmartcols1-2.25.2-6                        Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           libuuid1-2.25.2-6                             Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           mount-2.25.2-6                                Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2017-2616           util-linux-2.25.2-6                           Medium            None                        https://security-tracker.debian.org/tracker/CVE-2017-2616           
CVE-2004-0971           libgssapi-krb5-2-1.12.1+dfsg-19+deb8u5        Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2004-0971           
CVE-2004-0971           libk5crypto3-1.12.1+dfsg-19+deb8u5            Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2004-0971           
CVE-2004-0971           libkrb5-3-1.12.1+dfsg-19+deb8u5               Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2004-0971           
CVE-2004-0971           libkrb5support0-1.12.1+dfsg-19+deb8u5         Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2004-0971           
CVE-2005-2541           tar-1.27.1-2+deb8u2                           Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2005-2541           
CVE-2007-5686           login-1:4.2-3+deb8u4                          Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2007-5686           
CVE-2007-5686           passwd-1:4.2-3+deb8u4                         Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2007-5686           
CVE-2007-6755           libssl1.0.0-1.0.1t-1+deb8u12                  Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2007-6755           
CVE-2007-6755           openssl-1.0.1t-1+deb8u12                      Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2007-6755           
CVE-2008-4677           vim-2:7.4.488-7+deb8u4                        Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2008-4677           
CVE-2008-4677           vim-common-2:7.4.488-7+deb8u4                 Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2008-4677           
CVE-2008-4677           vim-runtime-2:7.4.488-7+deb8u4                Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2008-4677           
CVE-2010-0928           libssl1.0.0-1.0.1t-1+deb8u12                  Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-0928           
CVE-2010-0928           openssl-1.0.1t-1+deb8u12                      Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-0928           
CVE-2010-4051           libc-bin-2.19-18+deb8u10                      Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4051           
CVE-2010-4051           libc6-2.19-18+deb8u10                         Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4051           
CVE-2010-4051           locales-2.19-18+deb8u10                       Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4051           
CVE-2010-4051           multiarch-support-2.19-18+deb8u10             Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4051           
CVE-2010-4052           libc-bin-2.19-18+deb8u10                      Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4052           
CVE-2010-4052           libc6-2.19-18+deb8u10                         Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4052           
CVE-2010-4052           locales-2.19-18+deb8u10                       Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4052           
CVE-2010-4052           multiarch-support-2.19-18+deb8u10             Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4052           
CVE-2010-4756           libc-bin-2.19-18+deb8u10                      Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4756           
CVE-2010-4756           libc6-2.19-18+deb8u10                         Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4756           
CVE-2010-4756           locales-2.19-18+deb8u10                       Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4756           
CVE-2010-4756           multiarch-support-2.19-18+deb8u10             Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2010-4756           
CVE-2011-3374           apt-1.0.9.8.5                                 Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2011-3374           
CVE-2011-3374           libapt-pkg4.12-1.0.9.8.5                      Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2011-3374           
CVE-2011-4116           perl-5.20.2-3+deb8u12                         Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2011-4116           
CVE-2011-4116           perl-base-5.20.2-3+deb8u12                    Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2011-4116           
CVE-2011-4116           perl-modules-5.20.2-3+deb8u12                 Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2011-4116           
CVE-2012-0039           libglib2.0-0-2.42.1-1+deb8u3                  Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2012-0039           
CVE-2013-0340           libexpat1-2.1.0-6+deb8u6                      Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2013-0340           
CVE-2013-4235           login-1:4.2-3+deb8u4                          Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2013-4235           
CVE-2013-4235           passwd-1:4.2-3+deb8u4                         Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2013-4235           
CVE-2013-4392           libsystemd0-215-17+deb8u13                    Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2013-4392           
CVE-2013-4392           libudev1-215-17+deb8u13                       Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2013-4392           
CVE-2013-4392           systemd-215-17+deb8u13                        Negligible        None                        https://security-tracker.debian.org/tracker/CVE-2013-4392           
