CveID Packages PackageVer "CVSS (AC)" Summary
CVE-2009-5155 libc-bin 2.23-0ubuntu9- LOW "In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
 libc-dev-bin 2.23-0ubuntu9- LOW "In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
 libc6 2.23-0ubuntu9- LOW "In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
 libc6-dev 2.23-0ubuntu9- LOW "In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
 multiarch-support 2.23-0ubuntu9- LOW "In the GNU C Library (aka glibc or libc6) before 2.28, parse_reg_exp in posix/regcomp.c misparses alternatives, which allows attackers to cause a denial of service (assertion failure and application exit) or trigger an incorrect result by attempting a regular-expression match."
CVE-2012-1093 x11-common 1:7.7+13ubuntu3- Unknown Unknown
 xorg-dev 1:7.7+13ubuntu3- Unknown Unknown
CVE-2012-2663 libxtables11 1.6.0-2ubuntu3- LOW "extensions/libxt_tcp.c in iptables through 1.4.21 does not match TCP SYN+FIN packets in --syn rules, which might allow remote attackers to bypass intended firewall restrictions via crafted packets. NOTE: the CVE-2012-6638 fix makes this issue less relevant."
CVE-2012-6711 bash 4.3-14ubuntu1.2- LOW "A heap-based buffer overflow exists in GNU Bash before 4.3 when wide characters, not supported by the current locale set in the LC_CTYPE environment variable, are printed through the echo built-in function. A local attacker, who can provide data to print through the ""echo -e"" built-in function, may use this flaw to crash a script or execute code with the privileges of the bash process. This occurs because ansicstr() in lib/sh/strtrans.c mishandles u32cconv()."
CVE-2013-4235 login 1:4.2-3.1ubuntu5.3- Unknown Unknown
 passwd 1:4.2-3.1ubuntu5.3- Unknown Unknown
CVE-2014-9913 unzip 6.0-20ubuntu1- LOW "Buffer overflow in the list_files function in list.c in Info-Zip UnZip 6.0 allows remote attackers to cause a denial of service (crash) via vectors related to the compression method."
CVE-2015-5180 libc-bin 2.23-0ubuntu9- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
 libc-dev-bin 2.23-0ubuntu9- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
 libc6 2.23-0ubuntu9- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
 libc6-dev 2.23-0ubuntu9- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
 multiarch-support 2.23-0ubuntu9- LOW "res_query in libresolv in glibc before 2.25 allows remote attackers to cause a denial of service (NULL pointer dereference and process crash)."
