Vulnerability_ID        Package                                                   Severity          Fix                                          CVE_Refs        Vulnerability_URL                                                     
CVE-2017-5754           linux-libc-dev-4.4.0-31.50                                Critical          4.4.0-108.131                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-5754           
CVE-2016-1252           apt-1.2.12~ubuntu16.04.1                                  High              1.2.15ubuntu0.2                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-1252           
CVE-2016-1252           libapt-pkg5.0-1.2.12~ubuntu16.04.1                        High              1.2.15ubuntu0.2                                              http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-1252           
CVE-2016-5195           linux-libc-dev-4.4.0-31.50                                High              4.4.0-45.66                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-5195           
CVE-2016-6304           libssl1.0.0-1.0.2g-1ubuntu4.1                             High              1.0.2g-1ubuntu4.4                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-6304           
CVE-2016-6304           openssl-1.0.2g-1ubuntu4.1                                 High              1.0.2g-1ubuntu4.4                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-6304           
CVE-2016-6313           gnupg-1.4.20-1ubuntu3                                     High              1.4.20-1ubuntu3.1                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-6313           
CVE-2016-6313           gpgv-1.4.20-1ubuntu3                                      High              1.4.20-1ubuntu3.1                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-6313           
CVE-2016-6313           libgcrypt20-1.6.5-2                                       High              1.6.5-2ubuntu0.2                                             http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-6313           
CVE-2016-7039           linux-libc-dev-4.4.0-31.50                                High              4.4.0-42.62                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-7039           
CVE-2016-8655           linux-libc-dev-4.4.0-31.50                                High              4.4.0-53.74                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2016-8655           
CVE-2017-1000111        linux-libc-dev-4.4.0-31.50                                High              4.4.0-91.114                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000111        
CVE-2017-1000112        linux-libc-dev-4.4.0-31.50                                High              4.4.0-91.114                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000112        
CVE-2017-1000251        linux-libc-dev-4.4.0-31.50                                High              4.4.0-96.119                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000251        
CVE-2017-1000364        linux-libc-dev-4.4.0-31.50                                High              4.4.0-81.104                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000364        
CVE-2017-1000379        linux-libc-dev-4.4.0-31.50                                High              4.4.0-81.104                                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000379        
CVE-2017-1000405        linux-libc-dev-4.4.0-31.50                                High              4.4.0-103.126                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000405        
CVE-2017-16939          linux-libc-dev-4.4.0-31.50                                High              4.4.0-103.126                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-16939          
CVE-2017-16995          linux-libc-dev-4.4.0-31.50                                High              4.4.0-119.143                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-16995          
CVE-2017-17712          linux-libc-dev-4.4.0-31.50                                High              4.4.0-116.140                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-17712          
CVE-2017-18344          linux-libc-dev-4.4.0-31.50                                High              4.4.0-121.145                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-18344          
CVE-2017-2636           linux-libc-dev-4.4.0-31.50                                High              4.4.0-66.87                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2636           
CVE-2017-2885           libsoup-gnome2.4-1-2.52.2-1ubuntu0.1                      High              2.52.2-1ubuntu0.2                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2885           
CVE-2017-2885           libsoup2.4-1-2.52.2-1ubuntu0.1                            High              2.52.2-1ubuntu0.2                                            http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-2885           
CVE-2017-5715           linux-libc-dev-4.4.0-31.50                                High              4.4.0-112.135                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-5715           
CVE-2017-5753           linux-libc-dev-4.4.0-31.50                                High              4.4.0-112.135                                                http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-5753           
CVE-2017-6074           linux-libc-dev-4.4.0-31.50                                High              4.4.0-64.85                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-6074           
CVE-2017-7184           linux-libc-dev-4.4.0-31.50                                High              4.4.0-71.92                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7184           
CVE-2017-7308           linux-libc-dev-4.4.0-31.50                                High              4.4.0-72.93                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7308           
CVE-2017-7374           linux-libc-dev-4.4.0-31.50                                High              4.4.0-75.96                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-7374           
