Vulnerability_ID        Package                                    Severity          Fix                            CVE_Refs        Vulnerability_URL                                                     
CVE-2018-0501           apt-1.6.3                                  High              1.6.3ubuntu0.1                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0501           
CVE-2018-0501           libapt-pkg5.0-1.6.3                        High              1.6.3ubuntu0.1                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-0501           
CVE-2018-16864          libsystemd0-237-3ubuntu10.3                High              237-3ubuntu10.11                               http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-16864          
CVE-2018-16864          libudev1-237-3ubuntu10.3                   High              237-3ubuntu10.11                               http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-16864          
CVE-2018-16865          libsystemd0-237-3ubuntu10.3                High              237-3ubuntu10.11                               http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-16865          
CVE-2018-16865          libudev1-237-3ubuntu10.3                   High              237-3ubuntu10.11                               http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-16865          
CVE-2019-3462           apt-1.6.3                                  High              1.6.6ubuntu0.1                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2019-3462           
CVE-2019-3462           libapt-pkg5.0-1.6.3                        High              1.6.6ubuntu0.1                                 http://people.ubuntu.com/~ubuntu-security/cve/CVE-2019-3462           
CVE-2009-5155           libc-bin-2.27-3ubuntu1                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2009-5155           
CVE-2009-5155           libc6-2.27-3ubuntu1                        Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2009-5155           
CVE-2013-4235           login-1:4.5-1ubuntu1                       Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2013-4235           passwd-1:4.5-1ubuntu1                      Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2015-8985           libc-bin-2.27-3ubuntu1                     Low               None                                           http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
