Vulnerability_ID        Package                                            Severity          Fix                                   CVE_Refs        Vulnerability_URL                                                     
CVE-2017-5754           linux-libc-dev-4.10.0-37.41                        Critical          None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-5754           
CVE-2017-1000405        linux-libc-dev-4.10.0-37.41                        High              4.10.0-42.46                                          http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-1000405        
CVE-2017-12188          linux-libc-dev-4.10.0-37.41                        High              4.10.0-40.44                                          http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-12188          
CVE-2017-16939          linux-libc-dev-4.10.0-37.41                        High              4.10.0-42.46                                          http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-16939          
CVE-2017-16995          linux-libc-dev-4.10.0-37.41                        High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-16995          
CVE-2017-16996          linux-libc-dev-4.10.0-37.41                        High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-16996          
CVE-2017-17712          linux-libc-dev-4.10.0-37.41                        High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-17712          
CVE-2017-5715           linux-libc-dev-4.10.0-37.41                        High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-5715           
CVE-2017-5753           linux-libc-dev-4.10.0-37.41                        High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2017-5753           
CVE-2018-1000001        libc-bin-2.24-9ubuntu2.2                           High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000001        
CVE-2018-1000001        libc-dev-bin-2.24-9ubuntu2.2                       High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000001        
CVE-2018-1000001        libc6-2.24-9ubuntu2.2                              High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000001        
CVE-2018-1000001        libc6-dev-2.24-9ubuntu2.2                          High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000001        
CVE-2018-1000001        multiarch-support-2.24-9ubuntu2.2                  High              None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2018-1000001        
CVE-2009-5080           groff-base-1.22.3-9                                Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2009-5080           
CVE-2012-0039           libglib2.0-0-2.52.0-1                              Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-0039           
CVE-2012-0039           libglib2.0-data-2.52.0-1                           Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2012-0039           
CVE-2013-4235           login-1:4.2-3.2ubuntu1.17.04.2                     Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2013-4235           passwd-1:4.2-3.2ubuntu1.17.04.2                    Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2013-4235           
CVE-2014-1624           python3-xdg-0.25-4                                 Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2014-1624           
CVE-2014-8991           python-pip-whl-9.0.1-2                             Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2014-8991           
CVE-2014-8991           python3-pip-9.0.1-2                                Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2014-8991           
CVE-2015-5180           libc-bin-2.24-9ubuntu2.2                           Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           libc-dev-bin-2.24-9ubuntu2.2                       Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           libc6-2.24-9ubuntu2.2                              Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           libc6-dev-2.24-9ubuntu2.2                          Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-5180           multiarch-support-2.24-9ubuntu2.2                  Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-5180           
CVE-2015-8985           libc-bin-2.24-9ubuntu2.2                           Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           libc-dev-bin-2.24-9ubuntu2.2                       Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           libc6-2.24-9ubuntu2.2                              Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
CVE-2015-8985           libc6-dev-2.24-9ubuntu2.2                          Low               None                                                  http://people.ubuntu.com/~ubuntu-security/cve/CVE-2015-8985           
